gene_id	Calu3_totalRNA-S1-4h-A	Calu3_totalRNA-S1-4h-B	Calu3_totalRNA-S1-12h-A	Calu3_totalRNA-S1-12h-B	Calu3_totalRNA-S1-24h-A	Calu3_totalRNA-S1-24h-B	Calu3_totalRNA-S2-4h-A	Calu3_totalRNA-S2-4h-B	Calu3_totalRNA-S2-12h-A	Calu3_totalRNA-S2-12h-B	Calu3_totalRNA-S2-24h-A	Calu3_totalRNA-S2-24h-B	Calu3_totalRNA-mock-4h-A	Calu3_totalRNA-mock-4h-B	Calu3_totalRNA-mock-24h-A	Calu3_totalRNA-mock-24h-B	Calu3_totalRNA-untr-4h-A	Calu3_totalRNA-untr-4h-B
ENSG00000010803.16	179	287	156	142	73	79	326	315	122	136	118	151	255	270	326	255	196	276
ENSG00000010810.17	204	273	128	110	129	109	293	290	121	109	237	228	298	261	396	365	261	320
ENSG00000010818.10	541	950	538	494	674	607	934	823	991	1100	1508	1512	692	606	742	632	679	796
ENSG00000011007.12	681	1182	458	440	233	233	1260	1079.5	446	471	446	529.5	845	974	929	947	743	894
ENSG00000011009.11	358	692	295	272	121	117	801	612	204	234	276	315	635	794	821	665	693	788
ENSG00000011021.23	110.5	125.5	78.5	63	58	52.5	139.5	168	54.5	69	62	65.5	137.5	130.5	198	204.5	132	149.5
ENSG00000011028.14	13	22	10	14	2	5	22	40	12	5	10	9	19	22	17	34	22	24
ENSG00000011052.21	2311.5	4147	1867	1446.5	669.5	692.5	4376	3422.5	1542.5	1544	1301.5	1727	3565	4773.5	4652	4048	3116	3937.5
ENSG00000011083.9	0	2	0	0	1	2	0	3	5	1	7	2	0	10	1	0	3	4
ENSG00000011105.14	36	61	25	12	18	16	70	48	24	23	29	20	48	59	112	91	52	75
ENSG00000011114.15	544	975	420	361	230	236	1019	959	402	403	289	368	749	687	830	756	665	876
ENSG00000011132.12	70	136	73	69	56.5	49	124.5	115	72	88	101	113.5	89	119	118	140	120	169
ENSG00000011143.16	59	98	35	31	12	24	75	81	31	27	20	35	84	89	99	72	76	116
ENSG00000011198.9	236	335	130	93	67	53	348	312	131	131	96	130	348	306	270	310	237	320
ENSG00000011201.12	10	5	5	0	1	0	5	8	1	5	2	7	16	5	4	2	5	23
ENSG00000011243.18	192	412.5	246.5	215	189	186	371	346	237	234	332	370	366	362	434	394	383	441
ENSG00000011258.16	290	534	244	179	138	157	462.5	474	185	159	157.5	213	458	422	699	668	437	578
ENSG00000011260.14	659	1173	439	355	158	191	1071	949	382	399	282	380	989	1109	1119	956	754	1048
ENSG00000011275.18	783	1345	547	453	280	291	1341	1203	525	467	617	671.5	1020	1108	1102.33	1070	915.5	1173
ENSG00000011295.16	576	1075	329	230	123	132	1008	890	274.5	284	146.5	226.5	878.5	1053	705	631	743	1070
ENSG00000011304.20	1423	2298	931	800	502	498	2534	2189	910	1039	941	1226	1745	1818.5	2437.5	2272	1546	2244
ENSG00000011332.19	4	9	7	6	3	3	4	3	2	5	6	12	4	8	14	15	6	9
ENSG00000011347.9	28	33	20	7	7	3	38	28	15	7	3	3	33	33	22	24.5	26	51
ENSG00000011376.11	373	587	263	228	145	116	587	522	307	272	294	348	542	501	666	536	489	573
ENSG00000011405.13	1314	2480	1180	853	811	686	2283	2202	975	933	805	1157	1823	1947	2630	2638	1715	2419
ENSG00000011422.12	394	604.5	256	224.5	235	231	754	618	687	759	1327.5	1405	466	688.5	285	216	439.5	459
ENSG00000011426.11	1826	3178	2282	1936	1388	1327	3133	3090	1884	1871	1914	2608	2963	2987	8607	7782	2750	4133
ENSG00000011451.19	154	192.5	88	65	47	25	216	208	76	97	65	82	166	165	139	163	200	189
ENSG00000011454.17	410.5	764.5	361	332.5	288.5	257.5	780	741.5	353	408.5	400	530.5	604.5	597	909	823.5	603.5	755.5
ENSG00000011465.17	0	3	0	0	0	0	1	1	0	0	0	2	2	2	0	0	0	2
ENSG00000011478.12	100	178	83	44	34	30	196	159	51	58	53	52	129	138	214	163	148	150
ENSG00000011485.14	850	1300	530	509	224	230	1358	1206	437	409	459	566	1122	1416	1303	1211	1164	1435
ENSG00000011523.14	154	255	84	83	46	39	238	241	46	61	45	73	186	223	262	216	204	222
ENSG00000011566.15	298	570	255	183	196	186	534	484	263	248	254	297	435	455	387	387	309	502
ENSG00000011590.14	0	0	0	1	0	0	1	0	0	0	4	6	0	0	0	0	0	0
ENSG00000011600.11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000011638.10	180	317	160	116	60	80	313	264	84	102	108	119	299	312	394	331	226	314
ENSG00000011677.13	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000012048.22	449.17	828.33	532.83	426.67	221.67	209	785	864.5	433	415	331	495.83	734.5	691.83	1320	1204.5	677.5	915.17
ENSG00000012061.15	393	791	282	295	104	103	733	661	248	285	242	243	631	788	799	659	649	761
ENSG00000012124.17	8	18	6	8	3	4	34	23	9	5	6	5.5	22	19	5	4	10	22
ENSG00000012171.19	57	91	33	24	20.5	22	128	103	37	22.5	26.5	20	88	89	76	72	121	122
ENSG00000012174.12	361	544.5	194.5	172.5	93.5	96	546	437	192.5	170	150	231.5	527	520.5	425	508	402	603.5
ENSG00000012211.13	49	62	31	21	17	17	56	47	27	34	25	49	67	46	45	47	37	59
ENSG00000012223.12	0	0	2	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0
ENSG00000012232.8	961	1531	640	484	254	268	1839	1502	515	580	354	506	1384	1194	1605	1395	1253	1454
ENSG00000012504.15	16	69	19	24	17	10	49	32	9	12	13	38	29	51	82	82	37	68
ENSG00000012660.14	522	835	412	431	232	215	749	774	365	300	268	417	640	648	994	1168	515	840
ENSG00000012779.11	104	138	20	32	21	12	134	141	49	44	23	28	106	142	93	102	80	129
ENSG00000012822.16	142	253	71	67	29	49	251	201	51	58	88	96	223	242	276	188	295	353
ENSG00000012963.15	247.5	430.5	232	212.5	94	92	517.5	404	152.5	197.5	146.5	163	388.5	456	481	490	330	479.5
ENSG00000012983.11	655.5	984	496.5	382	335	355.5	1010	937	409	407	463	605	818	884.5	866	807.5	643.5	1162
ENSG00000013016.16	68	100	29	27	11	15	126	89	26	19	24	37	83	97	79	70	65	97
ENSG00000013275.7	1283	2335	1073	917	612	651	2610	2201	946	1015	1281	1534	2242	3007	3240	2770	2083	2419
ENSG00000013288.8	204	299	111	103	53	44	322	310	108	101	83	94	308	292	259	292	262	399
ENSG00000013293.6	2	9	0	3	0	1	2	0	0	2	0	2	1	2	0	0	0	1
ENSG00000013297.11	10	21.5	7	5.5	5.5	5.5	20	24	7.5	8	13	9.5	14.5	17	24	32	16	12.25
ENSG00000013306.16	1293	2326	1090	842	407	406	2448	1846	794	1004	653	866	2093	2531	2380	2095	2159	2315
ENSG00000013364.19	1121.83	1932.5	742	570.5	363.5	324.5	1846.83	1564	758	786	885	1003.5	1631.33	1702.83	1684	1477.33	1602.83	2008.17
ENSG00000013374.16	483	784	438	355	421	384	731	646	1255	1121	1061	1430	660	738	857	732	639	758
ENSG00000013375.16	447	758	260	220	108	109	695	635	245	266	216	353	603	718	754	709	525	711
ENSG00000013392.8	42	109	36	23	12	10	91	57	28	27	19	25	70	69	58	58	73	83
ENSG00000013441.16	448	664	351	290	416	386	648	565	385	336	468	632	550	600	641	547	580	627
ENSG00000013503.10	208	393	129	118	88	70	361	317	120	117	148	149	328	306	407	403	325	382
ENSG00000013523.9	234.5	467.5	203.5	198.5	79.5	100	496.5	409.5	153	172.5	146.5	141.5	397	372.5	352.5	357.5	367.5	486
ENSG00000013561.18	278	473	145	170	71	78	403	432	135	115	102	136	393	443	369	424	312	418
ENSG00000013563.14	178	373	159	147	119	59	423	277	133	147	120	144	255	399	388	340	297	310
ENSG00000013573.17	342	592	287	246	125	139	622	648	263	272	281	326	581	576	719	618	594	631
ENSG00000013583.10	21	39	16	14	3	12	31	41	20	18	7	15	42	54	63	44	42	47
ENSG00000013588.8	3070	5108.5	1971.5	1720.5	1014	1118	6052.5	5197	1703	1985.5	2209	2610.5	4440	4379.5	6363.5	5200	5128	5342
ENSG00000013619.14	48	36	12	19	16	3	56	56	13	36	22	24	41	46	28	26	26	31
ENSG00000013725.14	1	6	2	0	0	1	7	0	1	0	0	0	4	3	4	0	0	0
ENSG00000013810.19	306.5	359	215	266	140	149	428	377.5	203	225.5	221	252.5	356.5	399.5	870	900	301	475.5
ENSG00000014123.10	256	380	168	138	86	108	380	405	146	139	118	174	360	407	381	422	305	445
ENSG00000014138.9	221.5	399	241	223	113.5	114.5	458	355	273.5	242.5	241	285	363.5	415	449.5	423.5	359.5	421.5
ENSG00000014164.7	245	436	199	158	83	83	415	352	186	233	182	214	340	310	352	323	320	379
ENSG00000014216.15	1436	2571	858	668	343	337	2689	2129	685	788	572	708	2123	2197	1999	1843	2009	2452
ENSG00000014257.16	16	13	10	5	6	8	14	13	3	8	11	12	14	15	32	20	13	25
ENSG00000014641.18	891	1671	741	645	279	302	1583	1401	579	538	395	533	1600	2313	2393	2237	1342	1829
ENSG00000014824.14	550	1033	395	262	147	145	829	815	266	247	191	276	835	915	1025	929	621	947
ENSG00000014914.21	132	324	176	158	70	82	312	242	171	209	137	192	238	237	294	253	290	355
ENSG00000014919.12	205.5	353	169	142.5	90	77.5	366	298	116.5	107.5	121.5	135.5	283	331	376	342.5	290.5	405
ENSG00000015133.19	218	254	126	127	72	82	324	296	143	135	100	168	296	270	266	270	221	263
ENSG00000015153.14	60	116	47	26	21	26	101	101	43	25	39	49	88	80	93	121	92	115
ENSG00000015171.19	436	756	247	207	114	106	609	682	211	196	134	187	601	614	608	608	441	705
ENSG00000015285.10	0	2	1	0	0	0	1	2	1	0	0	0	2	0	2	1	1	1
ENSG00000015475.18	499	909	367	311	149	166	966	818	290	320	342	363	894	1230	1089	881	815	1019
ENSG00000015479.18	2402	4029	1604	1166	736.5	717.5	3555.5	3384	1349.5	1209.5	1130	1556	3253	3649	4070.5	3749.5	2513	3842.5
ENSG00000015520.14	123	240	137	127	123	138	223	240	71	68	96	95	253	219	362	313	227	258
ENSG00000015532.9	372	790	302	234	133	148	807	604	251	247	214	312	633	705	804	625	608	781
ENSG00000015592.16	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	5	0
ENSG00000015676.18	1091	1825	761	615	323	381	1941	1708	624	644	566	636	1656	1668	1964	1624	1602	1851
ENSG00000016082.15	43	86	47	52	27	23	80	92	30	48	53	75	90	92	131	134	82	129
ENSG00000016391.11	542	928	520	345	206	135	1078	866	289	303	214	294	833	721	920	778	808	981
ENSG00000016402.13	14	39	12	8	6	3	42	39	21	14	15	11	49	42	65	52	32	42
ENSG00000016490.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000016602.9	5	5	1	1	0	0	7	6	0	1	0	1	1	3	0	5	2	2
ENSG00000016864.18	186	374	136	106	40	64	335	337	101	96	87	83	297	361	352	307	269	381
ENSG00000017260.19	3350	5799	2488	2000	1492	1426	5347	4975	2240	2015	1805	2256.5	4697	5010.5	6341	6224	4002	5633.5
ENSG00000017427.16	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
ENSG00000017483.15	1	3	0	1	0	0	6	1	0	0	1	0	0	0	2	5	2	5
ENSG00000017797.13	671	1038	455	385	217	181	1103	996	338	344	268	346	972	920	1391	1178	833	1179
ENSG00000018189.13	138	262	138	104	60	70	276	257	119	105	88	121	260	220	279	255	170	222
ENSG00000018236.15	0	2	0	0	1	0	0	1	1	0	1	1	2	2	1	1	2	1
ENSG00000018280.17	2	4	3	0	0	0	3	0	1	0	1	3	3	4	4	1	4	4
ENSG00000018408.14	4233	7353.5	2531	1811	1111.5	1067	6682	6278	2441	2296	1970	2594	5400.5	5598	5980	5472	4962	6726
ENSG00000018510.15	789	1397	611	440	237	216	1288	1160	470	466	303	491	1162	1168	1437	1383	852	1360
ENSG00000018607.6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
ENSG00000018610.14	235	394	153	79	47	54	382	291	112	110	85	119	329	358	305	338	241	293
ENSG00000018625.14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
ENSG00000018699.13	331	539	192	179	124	109	513	450	222	168	191	273	404	523	523	478	392	482
ENSG00000018869.16	20	35	11	4	5	3	35	45	6	7	11	13	24	37	24	19	21	41
ENSG00000019102.12	0	2	0	1	0	1	0	1	0	0	1	1	0	0	1	3	0	1
ENSG00000019144.19	296	525.5	275	196	99	85	499.5	443	144	165	146	177	361	355	528	491	377	488
ENSG00000019169.10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0
ENSG00000019186.10	4367	8385	3882	3399	1628	1763	8845	7398	2974	3029	1647	2012	7046	9734	10589	8777	5931	8258
ENSG00000019485.13	134	167	77	81	52	37	180	195	90	74	60	79	145	134	128	135	152	178
ENSG00000019505.8	786	1140	364	299	157	189	1163	1077	570	538	260	338	951	866	556	612	764	973
ENSG00000019549.12	3	5	2	2	0	0	4	2	2	0	1	1	5	6	3	0	1	6
ENSG00000019582.15	487	755	346	246	248	250	733	561	380	396	1392	1825	699	884	1060	785	616	807
ENSG00000019991.17	0	1	0	0	0	0	1	0	0	0	0	0	2	3	1	0	3	0
ENSG00000019995.6	129.5	221.5	82.5	99.5	84.5	72	180.5	263.5	101	100	89.5	124.5	219.5	180.5	180	202	157.5	249
ENSG00000020129.16	434	745	259	214	109	113	772	702	201	229	239	305	579	602	475	457	561	695
ENSG00000020181.17	23	52	20	11	5	14	49	38	7	6	4	6	29	46	44	32	27	60
ENSG00000020219.9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000020256.20	80	133	47	46	30	26	163	127	57	42	54	56	94	112	135	144	147	162
ENSG00000020426.11	187.5	351.5	140.5	91.5	94.5	72.5	299	302	138	125	150	214	297	361.5	375.5	332	240	304
ENSG00000020577.13	162	272	144	104	115	95	234	253	165	159	240	208	169	190	188	184	170	258
ENSG00000020633.18	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000020922.12	293	537.5	268	202	142	113	436	457.5	263	162	180	231	435.5	513	657	588	379	593
ENSG00000021300.14	616	1077	380	296	127	149	1128	916	238	291	196	262	1046	1364	1306	1007	1050	1223
ENSG00000021355.13	472	831	325	222	82	107	735	700	307	325	250	388	729	893	523	504	578	734
ENSG00000021461.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ENSG00000021488.13	1	5	1	0	0	0	7	1	0	1	1	0	1	2	2	11	2	3
ENSG00000021574.12	191	385	178	97	56	56	314	279	119	100	80	151	247	369	387	414	278	395
ENSG00000021645.18	0	2	1	0	0	0	1	1	0	0	0	2	1	2	3	0	1	6
ENSG00000021762.20	3	5	2	2	3	1	4	6	3	7	3	1	10	5	9	2	13	5
ENSG00000021776.11	616	1089	405	299	212	209	984	859	398	457	347	417	827	806	1046	988	738	995
ENSG00000021826.15	15	27	4	8	12	5	21	21	12	5	14	15	26	10	54	30	18	17
ENSG00000021852.13	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000022267.17	1	6	10	1	1	1	10	3	1	3	3	3	2	8	8	4	1	6
ENSG00000022277.12	597.5	1016.5	336	289.5	127	168.5	965	842.5	338.5	362	252	352	849.5	1058.5	1030.83	899	844	1018.5
ENSG00000022355.17	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
ENSG00000022556.16	1054	1821	821	645	298	371	1963	1566	699.5	640	629	848	1465.5	1502	2101	1802	1327.5	1730.5
ENSG00000022567.9	303	408	136	128	85	87	445	392	179	149	151	153	315	326	346	345	289	412
ENSG00000022840.16	373	524	232	201	123	155	593	478	190	165	271	283	458	483	586	658	455	567
ENSG00000022976.15	122	184	97	100	47	49	245	219	66	78	61	71	165	185	210	165	196	167
ENSG00000023041.11	314.5	551	282	163	111	107	559	509	242	197	179	248	487	503.5	532	470.5	357	494.5
ENSG00000023171.18	121	204	85	64	33	43	254	216	58	51	148	172	193	216	284	227	206	258
ENSG00000023191.17	882	1693	804	589	294	324	1827	1387	564	661	642	779	1406	1879	1526	1344	1685	1865
ENSG00000023228.14	910.5	1658	706	512.5	334.5	337	1546.5	1467	489	512	431.5	554.5	1294	1490.5	1661.5	1626	1334	1568
ENSG00000023287.13	476	847	395	261	215	225	673	642	296	282	254	384	670	681	1041	1005	603	913
ENSG00000023318.8	177	260	70	96	52	40	292	274	107	78	78	146	213	268	231	319	206	312
ENSG00000023330.15	592	1086	385	391	210	194	1156	912	325	423	482	493	957	1106	999	810	873	1054
ENSG00000023445.14	576	1084	853	594	828	824	774	859	1399	1192	1597	2238	792	836	1045	1183	648	900
ENSG00000023516.9	398	736	284	227	127	144	715	746	169	201	171	245	606	539	741	695	470	672
ENSG00000023572.9	124	217	69	51	19	24	199	171	64	45	32	57	165	243	129	141	106	212
ENSG00000023608.5	185	311	91	86	66.5	58	204	266	109	95.5	98.5	139.5	211	305	302.5	304	140.5	238.5
ENSG00000023697.13	123	248	130	127	46	59	288	215	94	111	98	79.5	247	288	246	249	240	290
ENSG00000023734.11	1379	2354	954	563	405	376	2244	2074	729	646	547	852.5	2019	2478	2452	2265	1524	2221
ENSG00000023839.11	20	22	18	10	5	2	35	27	3	7	11	2	20	13	20	18	40	23
ENSG00000023892.11	92	178	72	63	48	40	199	191	90	89	76	100	190	183	205	171	126	203
ENSG00000023902.14	15	35	9	9	9	11	8	15	20	12	16	19	16	17	33	29.5	15	25
ENSG00000023909.10	145	297	123	82	47	43	194	195	95	99	79	111	149	214	238	224	138	197
ENSG00000024048.10	847	1524	761	624	627	549	1330	1375	855	918	670	870	1198	1074	1286	1437	1079	1457
ENSG00000024422.12	671	806	302	237	63	69	908	875	227	252	148	150	745	701	423	477	770	925
ENSG00000024526.17	205	326	249	154	170	166	292	327	134	113	136	234	284	384	1071	1197	279	401
ENSG00000024862.17	35	62	35	24	26	21	69	68	22	18	32	32	50	68	109	82	61	78
ENSG00000025039.14	20	34	12	10	11	8	22	29	4	5	8	4	29	27	17	9	23	47
ENSG00000025156.12	119	227	134	81	95	60	268	236	98	73	91	123	190	231	250	195	161	236
ENSG00000025293.17	600	1045	413	351	198	194	1049	946	349	336	314	379	916	872	1020	1048	766	971
ENSG00000025423.11	2	6	1	1	0	1	4	8	2	0	2	1	5	5	7	4	7	7
ENSG00000025434.19	87	166	66	63	27	31	149	102	70	74	49	70	114	145	194	155	148	145
ENSG00000025708.14	71	143	80.5	60	107.5	55	98.5	74.5	161.5	182	277	385	77	94	101.33	81	104	102.5
ENSG00000025770.19	328	555.5	320	295	157	179.5	630.5	517.5	340.5	337	296	414.5	476	651.5	886	713.5	544	603
ENSG00000025772.8	614	982	431	333	210	188	1089	870	387	394	410	471	824	1132	926	817	823	870
ENSG00000025796.14	482	666.5	238	244	140	152	620	627	225	223	211	269	572	538	605	759	450	738
ENSG00000025800.14	1330.5	2347.5	940.5	826	472	478.5	2481	2356.5	920	913.5	861.5	1026.5	2058	1913	2628.5	2349	1846.5	2302.5
ENSG00000026025.16	3871	6482	1905	1404	501	511	5934	5156	1210	1269	494	638	5312	7030	5195	4710	4506	6761
ENSG00000026036.22	76.5	154.5	98.5	72	48	37.5	167	137	78	89	87	91.5	115.5	106	162.5	160	128	142.5
ENSG00000026103.22	13	32.5	25	24.5	54.5	48.5	19.5	8	61.5	70	110	124.5	18	22.5	39.5	48.5	15	18.5
ENSG00000026297.15	133	254	95.5	86	24	12.5	309.5	239.5	65.5	75.5	33	55	232	325.5	196	148.5	241	268
ENSG00000026508.18	11690.5	19134.5	6376	4872	2652	2516	17813.5	17085	5680	5905	4583.5	6008	16351	16680.5	14131	13614	13223	17757
ENSG00000026559.14	0	1	0	0	0	0	1	0	1	0	3	1	2	0	1	1	0	3
ENSG00000026652.14	71	138	43	39	33	26	152	126	41	43	48	41	164	113	144	126	148	154
ENSG00000026751.17	59	140	22	19	4	6	114	127	17	18	15	17	77	104	18	25	74	118
ENSG00000026950.17	158	292	207	215	219.5	264	252	270	538.5	534.5	649.5	828.33	239	253	431	388	272	315
ENSG00000027001.10	157	338	125	105	46	38	310	242	100	94	42	64	269	290	321	254	216	287
ENSG00000027075.15	173	259	128	105.5	57	70	352.5	262.5	100.5	127	82.5	107	263	243.5	307.5	296	220	274
ENSG00000027644.5	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000027697.14	187	327	153	100	99	78	349	276	129	133	96	155	335	358	312	325	217	279
ENSG00000027847.14	267	344	147	163	70	59	414	343	119	132	167	159	317	357	336	314	306	360
ENSG00000027869.11	7	11	6	2	1	2	12	11	1	3	6	2	3	13	16	12	10	12
ENSG00000028116.17	149	263	90	81	60	57	268	248	95	110	54	129	232	272	203	225	147	279
ENSG00000028137.19	5	5	12	7	3	12	13	3.5	17	10	29	45	6	16	11	9	3	7
ENSG00000028203.18	1020	1824	872	695	527	521	1756	1557	671	719	853	1028	1360	1593	2081	1911	1111	1444
ENSG00000028277.21	23	33	16	4	8	12	34	28	16	12	17.5	25	25	36	17	7	23	32
ENSG00000028310.18	276.5	425.5	228	141	100	101.5	438	426.33	178	177	149	215.5	380.25	392.5	334	308	289	406
ENSG00000028528.15	682	1329	480	432	235	297	1259	1129	456	448	490	589	1096	1169	1494	1320	1037	1249
ENSG00000028839.10	148	246	99	55	57	87	188	166	105	77	114	151	212	250	270	263	144	236
ENSG00000029153.14	972	1784.5	883	643	401	436	1503	1571	929	926	654	780	1450.5	1368	1551	1458	1079	1612
ENSG00000029363.16	1053	1632	788	560	426	422	1595	1502	763	658	574	815	1437	1456	2127	2096	1162	1574
ENSG00000029364.12	797	1387	569	471	269	289	1452	1274	460	516	441	540	1199	1205	1535	1455	1206	1424
ENSG00000029534.20	4	4	3	0	0	1	3	4	2	0	1	6	7	0	3	1	3	3
ENSG00000029639.11	80	123	54.5	43	21.5	27	108	132	44	26	37.5	50.5	98.5	136	109	133	64	137.5
ENSG00000029725.17	412	655	290	238	143	168	641	622	226	233	188	281	529	586	696	670	377	662
ENSG00000029993.15	337	543	240	166	106	110	567	462	172	133	139	174	473	621	1124	943	456	576
ENSG00000030066.13	840.5	1353	646	584	415	444	1436	1272.5	880	749	722	914	1114	1050	1619	1430	963	1250
ENSG00000030110.13	318	606	261	204	110	117	736	544	219	263	237	322	540	603	478	392	550	589
ENSG00000030304.13	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1
ENSG00000030419.16	147	233.5	194	157	180	165	184	205	222	230	223	247	209	165	349	361	237	368
ENSG00000030582.18	635	918	319	304	193	194	978	832	279	374	334	458	800	1023	878	760	799	1065
ENSG00000031003.10	515	755	340	241	227	181	666	759	259	321	293	391	614	697	655	697	514	745
ENSG00000031081.10	7	14	6	1	5	1	5	5	2	2	1	5	10	4	2	1	4	12
ENSG00000031691.7	102	202	116	79	59	54	158	158	99	86	94	121	172	235	291	296	147	221
ENSG00000031698.13	636	993	412	313	155	200	1022	813	338	287	356	448	923	1066	1107	906	842	970
ENSG00000031823.14	308	559	227	180	130	109	554	476	215	208	248	331	449	558	519	516	496	540
ENSG00000032219.18	294	453	259	179	159	182	365	430	203	198	186	276	437	425	791	602	369	478
ENSG00000032389.12	176	319	175	128	98	67	383	334	122	132	118	155	301	358	371	353	298	354
ENSG00000032444.16	138	186	74	57	35.5	22	216.5	195	69.5	50	45.5	50	154	162.5	169.5	166	153	193.5
ENSG00000032742.17	67	83	42	49	20	22	99	86	37	36	12	47	68	91	136	158	70	104
ENSG00000033011.12	325	663	243	229.5	78	83	717	572	203.5	214	191.5	208	550	757.5	557.5	450	635.5	737.5
ENSG00000033030.13	230	481	242	173	146	164	472	407	219	191	242	269	367	395	449	430	308	404
ENSG00000033050.9	472	873.5	297	241.5	125.5	141.5	831	775.5	256.5	294	236	294	691	843	709.5	657	571	772
ENSG00000033100.16	401.5	585.5	228	209	128	130.5	591.5	562.5	151	251	245	337.5	458.5	475.5	434	399	428	639
ENSG00000033122.19	4	5	1	0	0	0	4	2	2	2	1	1	4	6	2	1	4	8
ENSG00000033170.16	1014	1640	752	652	342	368	1650	1557	688	629	487	620	1323	1498	1963	1842	1033	1476
ENSG00000033178.13	674	1128	503	403	399	346	934	1034	685	614	550	877	851	910	1249	1198	695	1110
ENSG00000033327.13	156	244	74	109	37	50	259	270	99	114	64	93	249	210	239	200	212	326
ENSG00000033627.16	423.5	580.5	235	179	136	115.5	570	571	216	217	176.5	240	405	418	520	381.5	384	550.5
ENSG00000033800.13	430	685	361	365	207	218	710	642	357	376	342	488	632	695	974	981	585	885
ENSG00000033867.16	777	1214	453	338	225	191	1137	1184	352	305	312	450.5	990	878	1251	1268.5	752	993
ENSG00000034053.14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
ENSG00000034152.18	239	230	74	131	59	61	338	296	111	109	134	140	237	215	178	265	201	242
ENSG00000034239.11	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000034510.6	3617	6711	2823	2275	991	934	6563	5407	2287	2323	2489	3017	6107	9094	6355	5537	5864	6953
ENSG00000034533.11	145	243	129	106	47	29	281	203	96	121	80	114	203	266	231	244	171	265
ENSG00000034677.13	298	559	271	150	121	134	476	437	241	234	196	262	410	437	580	549	364	542
ENSG00000034693.15	100	182	53.5	92	15	25.5	148.5	162	57	46	37.5	64	152.5	219	153.5	168.5	118	186.5
ENSG00000034713.8	242	415	158	131	66	60	319	278	153	158	98	183	295	391	333.5	336	269	375
ENSG00000035115.21	294	494	207	189	95	110	434	451	171	154	87	201	426	426	739	756	340	453
ENSG00000035141.8	572	976	293	266	143	118	1014	935	288	293	227	331	842	1103.5	656	642	616	895
ENSG00000035403.17	5389	9497	3775	2881	1516	1614	9765	8698	3260	3302	2061	2954	8736	8477	9495	8362	7798	9502
ENSG00000035499.13	332	525	372	265	221	231	544	466	297	252	268	389	498	654	1486	1302	438	657
ENSG00000035664.11	3	5	3	2	1	0	6	5	0	0	2	1	0	10	7	3	2	9
ENSG00000035681.9	154	281	119	89	44	44	238	256	76	66	70	110	206	219	190	203	209	238
ENSG00000035687.10	364	477	247	172.5	122	122.5	557.5	514.5	224	228.5	156.5	278.5	446	486.5	605.5	651.5	334.5	466.5
ENSG00000035862.12	733	651.5	216	206.5	74	63.5	696.5	704	236.5	218.5	142.5	161.5	707	626	471	472	596.5	884.5
ENSG00000035928.16	506	739	379	301	200	187	725	725	363	323	305	480	704	781	1028	1054	573	813
ENSG00000036054.13	193	342	152	137	100	129	353	271	165	174.5	171	302.5	319	418	451	361	296	420
ENSG00000036257.13	558	643	272	303	240	128	600	718	328	233	236	355	623	611	642	930	485	808
ENSG00000036448.10	0	0	0	0	0	1	0	1	0	1	0	0	0	6	0	3	0	2
ENSG00000036473.8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036530.8	2	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	1
ENSG00000036549.13	657	1126	431	366	220	204	1067	1000	384	396	270	406	878	909	931	890	745	1027
ENSG00000036672.16	13	19	1	6	3	7	10	7	5	2	3	8	2	5	9	7	6	5
ENSG00000036828.16	119	182	52	50	33	43	199	217	30	64	52	81	158	149	259	234	187	219
ENSG00000037042.9	48	69	35	33	14	11	105	70	19	27	18	20	62	67	56	65.5	61.5	110.5
ENSG00000037241.7	166	304	124	84	56	44	314	255	107	78	92	120	313	416	314	299	256	335
ENSG00000037280.16	0	1	1	0	3	1	1	0	3	0	0	3	0	1	2	0	4	0
ENSG00000037474.15	727	1037	427	377	204	260	1144	1044	474	388	439	514	862	1013	938	1010	714	1059
